 # step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  25600      5.54e-01    4.29e-01      7.41e-03    7.48e-04      1.93e-02    1.50e-02    8.1e-04
  25700      7.16e-01    7.18e-01      2.96e-02    3.00e-02      2.46e-02    2.46e-02    8.1e-04
  25800      4.84e-01    4.91e-01      7.48e-03    2.81e-03      1.69e-02    1.72e-02    8.1e-04
  25900      4.83e-01    4.83e-01      8.71e-03    9.43e-03      1.69e-02    1.68e-02    8.1e-04
  26000      6.53e-01    4.47e-01      3.34e-02    1.21e-02      2.25e-02    1.55e-02    8.1e-04
  26100      5.84e-01    7.98e-01      2.20e-03    2.12e-03      2.05e-02    2.80e-02    8.1e-04
  26200      7.18e-01    7.19e-01      1.52e-02    3.89e-02      2.50e-02    2.50e-02    8.1e-04
  26300      7.02e-01    7.21e-01      1.38e-02    4.37e-02      2.45e-02    2.50e-02    8.1e-04
  26400      5.07e-01    3.45e-01      3.29e-03    1.10e-04      1.77e-02    1.21e-02    8.1e-04
  26500      6.80e-01    6.20e-01      3.09e-02    3.02e-02      2.33e-02    2.12e-02    8.1e-04
  26600      5.30e-01    5.30e-01      7.15e-03    4.65e-02      1.85e-02    1.81e-02    8.1e-04
  26700      5.78e-01    6.48e-01      7.53e-03    4.63e-02      2.02e-02    2.23e-02    8.1e-04
  26800      7.02e-01    5.81e-01      2.49e-02    1.60e-02      2.43e-02    2.02e-02    8.1e-04
  26900      6.83e-01    5.38e-01      1.74e-02    3.44e-03      2.38e-02    1.88e-02    8.1e-04
  27000      6.00e-01    5.26e-01      2.11e-02    2.38e-02      2.07e-02    1.81e-02    8.1e-04
  27100      5.04e-01    5.33e-01      8.96e-04    2.42e-03      1.77e-02    1.87e-02    8.1e-04
  27200      4.87e-01    5.19e-01      8.94e-03    1.48e-03      1.70e-02    1.82e-02    8.1e-04
  27300      6.32e-01    6.94e-01      2.40e-02    2.59e-02      2.18e-02    2.39e-02    8.1e-04
  27400      5.39e-01    5.57e-01      2.65e-03    2.81e-03      1.89e-02    1.95e-02    8.1e-04
  27500      5.65e-01    5.41e-01      1.97e-02    1.58e-02      1.95e-02    1.87e-02    8.1e-04
  27600      5.53e-01    4.62e-01      1.26e-03    3.34e-03      1.94e-02    1.62e-02    8.1e-04
  27700      7.16e-01    5.20e-01      5.59e-03    8.73e-03      2.51e-02    1.82e-02    8.1e-04
  27800      8.59e-01    6.27e-01      1.17e-02    1.33e-02      3.00e-02    2.19e-02    8.1e-04
  27900      5.27e-01    6.02e-01      7.85e-03    2.89e-04      1.84e-02    2.11e-02    8.1e-04
  28000      6.26e-01    6.99e-01      2.77e-02    2.22e-02      2.16e-02    2.41e-02    8.1e-04
  28100      7.34e-01    9.21e-01      1.33e-02    9.49e-03      2.56e-02    3.22e-02    8.1e-04
  28200      7.13e-01    4.38e-01      2.42e-02    1.74e-02      2.47e-02    1.50e-02    8.1e-04
  28300      4.79e-01    5.54e-01      1.93e-03    2.94e-03      1.68e-02    1.94e-02    8.1e-04
  28400      5.80e-01    6.88e-01      9.32e-03    9.78e-03      2.03e-02    2.40e-02    8.1e-04
  28500      8.06e-01    9.92e-01      2.01e-02    5.56e-02      2.81e-02    3.44e-02    8.1e-04
  28600      4.96e-01    4.23e-01      1.24e-02    9.23e-03      1.73e-02    1.47e-02    8.1e-04
  28700      5.99e-01    4.37e-01      1.98e-03    3.70e-03      2.10e-02    1.53e-02    8.1e-04
  28800      5.72e-01    4.85e-01      1.37e-02    8.39e-03      1.99e-02    1.69e-02    8.1e-04
  28900      5.37e-01    5.03e-01      1.50e-02    1.16e-02      1.86e-02    1.75e-02    8.1e-04
  29000      6.85e-01    5.85e-01      9.23e-03    7.43e-03      2.39e-02    2.05e-02    8.1e-04
  29100      5.11e-01    6.27e-01      9.29e-03    6.31e-03      1.78e-02    2.20e-02    8.1e-04
  29200      7.19e-01    4.82e-01      4.36e-02    2.31e-02      2.46e-02    1.64e-02    8.1e-04
  29300      6.29e-01    6.01e-01      1.59e-02    1.35e-02      2.19e-02    2.09e-02    8.1e-04
  29400      7.73e-01    7.16e-01      4.23e-02    2.74e-02      2.66e-02    2.46e-02    8.1e-04
  29500      5.50e-01    4.30e-01      4.10e-03    1.94e-03      1.93e-02    1.51e-02    8.1e-04
  29600      6.28e-01    5.54e-01      3.63e-02    2.97e-02      2.12e-02    1.87e-02    8.1e-04
  29700      6.43e-01    5.06e-01      8.15e-03    1.67e-03      2.25e-02    1.77e-02    8.1e-04
  29800      5.96e-01    6.63e-01      7.89e-03    1.33e-02      2.08e-02    2.31e-02    8.1e-04
  29900      4.77e-01    4.28e-01      6.18e-03    6.89e-03      1.67e-02    1.50e-02    8.1e-04
  30000      4.83e-01    6.00e-01      1.57e-02    1.21e-02      1.75e-02    2.20e-02    7.4e-04
  30100      4.66e-01    5.85e-01      1.71e-02    1.05e-02      1.69e-02    2.15e-02    7.4e-04
  30200      5.96e-01    4.85e-01      1.22e-02    9.52e-03      2.19e-02    1.78e-02    7.4e-04
  30300      5.79e-01    5.58e-01      1.61e-02    1.51e-02      2.11e-02    2.03e-02    7.4e-04
  30400      4.63e-01    5.97e-01      2.54e-03    4.30e-02      1.71e-02    2.15e-02    7.4e-04
  30500      4.96e-01    5.38e-01      5.90e-03    5.31e-03      1.82e-02    1.98e-02    7.4e-04
  30600      4.95e-01    5.60e-01      2.51e-02    2.74e-02      1.74e-02    2.04e-02    7.4e-04
  30700      4.58e-01    4.76e-01      4.44e-03    5.06e-02      1.68e-02    1.66e-02    7.4e-04
  30800      5.57e-01    5.59e-01      2.18e-02    6.25e-02      2.00e-02    1.94e-02    7.4e-04
  30900      6.16e-01    5.03e-01      6.46e-03    2.27e-03      2.27e-02    1.85e-02    7.4e-04
  31000      5.57e-01    5.75e-01      1.06e-02    3.34e-02      2.04e-02    2.09e-02    7.4e-04
  31100      6.63e-01    5.30e-01      2.43e-02    8.65e-03      2.38e-02    1.95e-02    7.4e-04
  31200      4.94e-01    5.13e-01      1.08e-02    1.35e-03      1.81e-02    1.89e-02    7.4e-04
  31300      5.60e-01    6.08e-01      1.74e-02    1.72e-02      2.03e-02    2.21e-02    7.4e-04
  31400      5.13e-01    6.89e-01      4.05e-03    4.21e-02      1.89e-02    2.50e-02    7.4e-04
  31500      5.57e-01    5.37e-01      7.43e-03    8.41e-03      2.05e-02    1.97e-02    7.4e-04
  31600      4.49e-01    6.24e-01      1.13e-02    3.76e-02      1.64e-02    2.26e-02    7.4e-04
  31700      4.99e-01    4.75e-01      7.47e-03    1.02e-02      1.83e-02    1.74e-02    7.4e-04
  31800      5.05e-01    4.57e-01      6.23e-03    3.02e-03      1.86e-02    1.68e-02    7.4e-04
  31900      6.58e-01    6.47e-01      2.24e-02    6.21e-02      2.38e-02    2.29e-02    7.4e-04
  32000      6.35e-01    7.41e-01      1.17e-02    4.80e-02      2.33e-02    2.68e-02    7.4e-04
  32100      5.57e-01    7.18e-01      1.86e-02    4.59e-02      2.03e-02    2.60e-02    7.4e-04
  32200      5.21e-01    4.09e-01      8.07e-03    3.58e-03      1.91e-02    1.51e-02    7.4e-04
  32300      6.93e-01    5.56e-01      1.43e-02    9.91e-03      2.54e-02    2.04e-02    7.4e-04
  32400      5.93e-01    4.76e-01      9.63e-03    1.10e-02      2.18e-02    1.74e-02    7.4e-04
  32500      4.27e-01    4.24e-01      2.42e-03    3.33e-03      1.57e-02    1.56e-02    7.4e-04
  32600      6.60e-01    6.59e-01      2.01e-02    2.10e-02      2.39e-02    2.38e-02    7.4e-04
  32700      5.97e-01    5.75e-01      1.15e-02    5.89e-03      2.19e-02    2.12e-02    7.4e-04
  32800      5.74e-01    6.73e-01      9.39e-03    8.97e-04      2.11e-02    2.48e-02    7.4e-04
  32900      6.11e-01    4.54e-01      5.57e-04    4.89e-03      2.25e-02    1.67e-02    7.4e-04
  33000      5.11e-01    5.93e-01      2.61e-02    2.67e-02      1.81e-02    2.11e-02    7.4e-04
  33100      6.62e-01    6.02e-01      2.29e-02    1.62e-02      2.40e-02    2.20e-02    7.4e-04
  33200      6.32e-01    6.73e-01      1.00e-02    2.23e-03      2.32e-02    2.48e-02    7.4e-04
  33300      5.14e-01    5.10e-01      4.33e-03    3.55e-03      1.89e-02    1.88e-02    7.4e-04
  33400      5.74e-01    4.27e-01      2.64e-02    2.11e-02      2.04e-02    1.50e-02    7.4e-04
  33500      7.33e-01    7.29e-01      2.06e-02    5.14e-02      2.68e-02    2.63e-02    7.4e-04
  33600      5.22e-01    5.99e-01      1.74e-02    1.51e-02      1.89e-02    2.18e-02    7.4e-04
  33700      6.13e-01    6.18e-01      6.69e-03    4.36e-02      2.26e-02    2.23e-02    7.4e-04
  33800      4.62e-01    5.49e-01      2.01e-03    2.90e-03      1.70e-02    2.02e-02    7.4e-04
  33900      5.82e-01    5.32e-01      2.48e-02    2.28e-02      2.07e-02    1.90e-02    7.4e-04
  34000      5.28e-01    4.77e-01      1.38e-02    1.86e-02      1.92e-02    1.71e-02    7.4e-04
  34100      4.79e-01    7.29e-01      1.72e-02    2.11e-02      1.72e-02    2.65e-02    7.4e-04
  34200      5.84e-01    4.32e-01      1.04e-03    6.16e-03      2.15e-02    1.59e-02    7.4e-04
  34300      6.73e-01    5.43e-01      1.25e-02    5.68e-03      2.47e-02    2.00e-02    7.4e-04
  34400      6.49e-01    5.93e-01      1.44e-02    4.64e-03      2.38e-02    2.18e-02    7.4e-04
  34500      6.29e-01    6.52e-01      3.60e-03    2.36e-03      2.32e-02    2.40e-02    7.4e-04
  34600      5.51e-01    5.48e-01      5.46e-03    2.47e-02      2.03e-02    2.00e-02    7.4e-04
  34700      5.30e-01    4.81e-01      7.94e-03    1.13e-02      1.95e-02    1.76e-02    7.4e-04
  34800      5.64e-01    4.46e-01      1.85e-02    1.60e-02      2.04e-02    1.62e-02    7.4e-04
  34900      4.78e-01    6.34e-01      2.08e-02    1.52e-02      1.71e-02    2.31e-02    7.4e-04
  35000      6.22e-01    6.21e-01      5.57e-03    5.55e-03      2.29e-02    2.29e-02    7.4e-04
  35100      5.33e-01    4.75e-01      3.19e-03    2.44e-03      1.96e-02    1.75e-02    7.4e-04
  35200      6.06e-01    7.44e-01      6.68e-03    5.45e-02      2.23e-02    2.68e-02    7.4e-04
  35300      5.50e-01    5.13e-01      1.51e-02    1.03e-02      2.01e-02    1.88e-02    7.4e-04
  35400      5.51e-01    6.33e-01      5.31e-03    8.54e-03      2.03e-02    2.33e-02    7.4e-04
  35500      5.58e-01    8.83e-01      1.78e-02    3.27e-02      2.01e-02    3.23e-02    7.4e-04
  35600      5.33e-01    4.71e-01      8.90e-03    1.16e-02      1.96e-02    1.72e-02    7.4e-04
  35700      6.13e-01    7.15e-01      2.54e-02    2.74e-02      2.20e-02    2.57e-02    7.4e-04
  35800      5.35e-01    3.87e-01      1.09e-02    5.99e-03      1.96e-02    1.42e-02    7.4e-04
  35900      3.85e-01    4.66e-01      9.27e-03    6.85e-03      1.40e-02    1.71e-02    7.4e-04
  36000      5.58e-01    4.28e-01      1.10e-02    1.29e-02      2.04e-02    1.55e-02    7.4e-04
  36100      5.94e-01    4.86e-01      3.55e-02    3.75e-03      2.16e-02    1.79e-02    7.4e-04
  36200      5.06e-01    4.32e-01      1.64e-02    8.12e-03      1.85e-02    1.58e-02    7.4e-04
  36300      6.76e-01    5.53e-01      1.58e-02    8.24e-03      2.47e-02    2.03e-02    7.4e-04
  36400      6.48e-01    6.57e-01      1.65e-03    2.74e-04      2.39e-02    2.42e-02    7.4e-04
  36500      5.32e-01    5.27e-01      1.39e-03    4.14e-04      1.96e-02    1.94e-02    7.4e-04
  36600      5.41e-01    4.62e-01      6.81e-03    4.56e-03      1.99e-02    1.70e-02    7.4e-04
  36700      5.69e-01    4.29e-01      7.54e-03    1.27e-02      2.09e-02    1.56e-02    7.4e-04
  36800      6.56e-01    6.15e-01      1.39e-02    8.07e-03      2.40e-02    2.26e-02    7.4e-04
  36900      5.66e-01    4.71e-01      9.34e-03    8.81e-03      2.08e-02    1.73e-02    7.4e-04
  37000      6.31e-01    6.30e-01      2.01e-02    1.86e-02      2.30e-02    2.29e-02    7.4e-04
  37100      6.11e-01    6.26e-01      2.05e-02    9.83e-03      2.23e-02    2.30e-02    7.4e-04
  37200      7.62e-01    5.49e-01      1.33e-02    1.48e-02      2.80e-02    2.00e-02    7.4e-04
  37300      6.27e-01    5.95e-01      1.63e-02    1.27e-02      2.29e-02    2.18e-02    7.4e-04
  37400      4.44e-01    6.41e-01      9.87e-03    1.77e-02      1.63e-02    2.33e-02    7.4e-04
  37500      5.73e-01    5.71e-01      2.23e-02    2.31e-02      2.06e-02    2.05e-02    7.4e-04
  37600      4.62e-01    4.89e-01      1.64e-02    6.36e-03      1.67e-02    1.80e-02    7.4e-04
  37700      5.98e-01    5.95e-01      6.86e-03    3.37e-04      2.20e-02    2.19e-02    7.4e-04
  37800      5.12e-01    5.31e-01      3.91e-03    4.25e-03      1.89e-02    1.96e-02    7.4e-04
  37900      5.40e-01    5.21e-01      2.07e-02    3.20e-02      1.93e-02    1.89e-02    7.4e-04
  38000      6.10e-01    4.75e-01      7.00e-03    7.83e-03      2.24e-02    1.74e-02    7.4e-04
  38100      6.14e-01    6.39e-01      1.11e-03    4.19e-02      2.26e-02    2.31e-02    7.4e-04
  38200      5.93e-01    6.20e-01      8.44e-03    5.51e-03      2.18e-02    2.28e-02    7.4e-04
  38300      5.39e-01    6.95e-01      8.74e-03    3.70e-03      1.98e-02    2.56e-02    7.4e-04
  38400      5.30e-01    5.43e-01      2.81e-02    2.83e-02      1.84e-02    1.93e-02    7.4e-04
  38500      5.97e-01    4.80e-01      1.55e-02    1.38e-02      2.18e-02    1.75e-02    7.4e-04
  38600      6.16e-01    4.54e-01      1.65e-02    5.37e-03      2.26e-02    1.67e-02    7.4e-04
  38700      5.54e-01    8.79e-01      1.74e-02    3.08e-02      2.01e-02    3.22e-02    7.4e-04
  38800      6.78e-01    7.42e-01      8.75e-03    4.28e-02      2.49e-02    2.70e-02    7.4e-04
  38900      4.79e-01    6.22e-01      4.98e-03    5.30e-03      1.76e-02    2.29e-02    7.4e-04
  39000      6.39e-01    4.68e-01      5.32e-03    1.11e-03      2.35e-02    1.73e-02    7.4e-04
  39100      4.75e-01    4.31e-01      7.92e-03    7.28e-04      1.74e-02    1.59e-02    7.4e-04
  39200      5.46e-01    5.26e-01      4.46e-03    4.51e-03      2.01e-02    1.94e-02    7.4e-04
  39300      5.59e-01    6.11e-01      2.11e-03    3.93e-03      2.06e-02    2.25e-02    7.4e-04
  39400      5.20e-01    5.65e-01      7.76e-03    4.60e-02      1.91e-02    2.02e-02    7.4e-04
  39500      5.01e-01    5.02e-01      3.75e-03    2.53e-03      1.85e-02    1.85e-02    7.4e-04
  39600      4.18e-01    5.57e-01      1.84e-02    3.07e-02      1.51e-02    2.03e-02    7.4e-04
  39700      6.29e-01    4.88e-01      3.31e-02    6.13e-02      2.21e-02    1.67e-02    7.4e-04
  39800      4.65e-01    5.45e-01      7.90e-03    3.65e-03      1.71e-02    2.01e-02    7.4e-04
  39900      6.29e-01    7.49e-01      1.29e-02    5.88e-03      2.31e-02    2.76e-02    7.4e-04
  40000      5.07e-01    4.18e-01      6.10e-03    9.91e-04      1.96e-02    1.62e-02    6.6e-04
  40100      4.95e-01    4.41e-01      3.94e-03    5.97e-03      1.92e-02    1.70e-02    6.6e-04
  40200      5.98e-01    5.21e-01      1.11e-02    3.15e-02      2.30e-02    1.98e-02    6.6e-04
  40300      5.10e-01    5.89e-01      8.58e-03    5.35e-02      1.97e-02    2.18e-02    6.6e-04
  40400      5.65e-01    4.62e-01      1.18e-02    8.65e-03      2.17e-02    1.78e-02    6.6e-04
  40500      6.07e-01    5.73e-01      1.84e-02    1.99e-02      2.31e-02    2.18e-02    6.6e-04
  40600      4.31e-01    4.53e-01      1.22e-02    1.49e-02      1.64e-02    1.71e-02    6.6e-04
  40700      4.57e-01    4.71e-01      4.08e-03    3.94e-03      1.77e-02    1.83e-02    6.6e-04
  40800      4.51e-01    4.92e-01      8.41e-03    1.80e-02      1.73e-02    1.86e-02    6.6e-04
  40900      4.79e-01    4.77e-01      5.02e-03    1.60e-04      1.85e-02    1.85e-02    6.6e-04
  41000      5.51e-01    4.68e-01      2.59e-02    4.79e-03      2.11e-02    1.81e-02    6.6e-04
  41100      5.26e-01    6.90e-01      4.37e-03    5.91e-03      2.04e-02    2.67e-02    6.6e-04
  41200      4.32e-01    5.73e-01      5.11e-03    1.45e-03      1.67e-02    2.22e-02    6.6e-04
  41300      4.82e-01    5.49e-01      9.56e-03    1.05e-02      1.86e-02    2.11e-02    6.6e-04
  41400      6.71e-01    6.22e-01      5.95e-03    4.81e-03      2.60e-02    2.41e-02    6.6e-04
  41500      5.10e-01    4.26e-01      1.35e-02    1.19e-02      1.94e-02    1.63e-02    6.6e-04
  41600      4.02e-01    4.52e-01      5.89e-03    8.38e-03      1.55e-02    1.74e-02    6.6e-04
  41700      3.87e-01    4.95e-01      4.46e-03    2.38e-04      1.50e-02    1.92e-02    6.6e-04
  41800      5.69e-01    4.61e-01      1.54e-02    1.63e-02      2.18e-02    1.74e-02    6.6e-04
  41900      5.33e-01    5.97e-01      2.24e-02    5.47e-02      2.01e-02    2.21e-02    6.6e-04
  42000      5.14e-01    4.75e-01      1.56e-02    1.54e-03      1.97e-02    1.85e-02    6.6e-04
  42100      5.85e-01    5.97e-01      1.06e-02    4.76e-02      2.25e-02    2.23e-02    6.6e-04
  42200      5.28e-01    4.96e-01      1.50e-02    2.31e-02      2.02e-02    1.90e-02    6.6e-04
  42300      4.84e-01    4.75e-01      8.13e-03    1.45e-03      1.87e-02    1.84e-02    6.6e-04
  42400      5.23e-01    4.48e-01      1.19e-02    1.76e-02      2.01e-02    1.68e-02    6.6e-04
  42500      5.74e-01    5.17e-01      7.60e-03    6.70e-03      2.22e-02    2.00e-02    6.6e-04
  42600      5.78e-01    4.34e-01      5.64e-03    2.98e-03      2.24e-02    1.68e-02    6.6e-04
  42700      4.97e-01    4.51e-01      4.48e-03    6.43e-03      1.92e-02    1.74e-02    6.6e-04
  42800      5.00e-01    4.45e-01      1.27e-02    3.80e-03      1.92e-02    1.73e-02    6.6e-04
  42900      5.91e-01    4.68e-01      9.85e-03    8.45e-03      2.28e-02    1.81e-02    6.6e-04
  43000      5.41e-01    5.49e-01      4.52e-03    6.39e-03      2.10e-02    2.12e-02    6.6e-04
  43100      5.29e-01    5.91e-01      2.16e-02    1.28e-02      2.00e-02    2.27e-02    6.6e-04
  43200      5.01e-01    6.80e-01      4.78e-03    3.07e-03      1.94e-02    2.64e-02    6.6e-04
  43300      4.45e-01    4.85e-01      1.20e-02    2.88e-02      1.70e-02    1.84e-02    6.6e-04
  43400      5.60e-01    4.91e-01      1.42e-02    3.91e-02      2.15e-02    1.84e-02    6.6e-04
  43500      5.34e-01    4.76e-01      1.77e-03    4.01e-02      2.07e-02    1.77e-02    6.6e-04
  43600      5.13e-01    5.40e-01      1.71e-02    1.09e-02      1.94e-02    2.08e-02    6.6e-04
  43700      5.91e-01    6.59e-01      6.58e-03    9.43e-04      2.28e-02    2.56e-02    6.6e-04
  43800      4.90e-01    3.32e-01      1.25e-02    1.23e-03      1.88e-02    1.29e-02    6.6e-04
  43900      4.76e-01    6.02e-01      1.23e-02    5.98e-03      1.82e-02    2.33e-02    6.6e-04
  44000      5.47e-01    5.32e-01      1.12e-02    1.16e-02      2.10e-02    2.05e-02    6.6e-04
  44100      4.84e-01    4.16e-01      1.21e-02    4.29e-03      1.86e-02    1.61e-02    6.6e-04
  44200      4.70e-01    4.52e-01      1.20e-02    6.88e-03      1.81e-02    1.75e-02    6.6e-04
  44300      5.36e-01    5.20e-01      1.32e-02    1.15e-02      2.06e-02    2.00e-02    6.6e-04
  44400      6.18e-01    6.08e-01      1.02e-02    1.00e-02      2.39e-02    2.35e-02    6.6e-04
  44500      5.44e-01    4.86e-01      2.02e-02    2.32e-02      2.05e-02    1.86e-02    6.6e-04
  44600      5.38e-01    4.29e-01      4.15e-02    3.93e-03      2.02e-02    1.66e-02    6.6e-04
  44700      5.89e-01    5.72e-01      3.47e-03    3.40e-03      2.28e-02    2.22e-02    6.6e-04
  44800      4.91e-01    5.34e-01      5.13e-03    3.95e-03      1.90e-02    2.07e-02    6.6e-04
  44900      6.58e-01    4.31e-01      6.03e-03    5.23e-04      2.55e-02    1.67e-02    6.6e-04
  45000      4.06e-01    4.85e-01      1.06e-02    5.84e-03      1.56e-02    1.88e-02    6.6e-04
  45100      5.30e-01    5.97e-01      2.00e-02    1.05e-02      2.03e-02    2.30e-02    6.6e-04
  45200      5.54e-01    6.19e-01      5.52e-03    2.87e-03      2.14e-02    2.40e-02    6.6e-04
  45300      5.05e-01    3.66e-01      1.04e-02    1.38e-02      1.94e-02    1.38e-02    6.6e-04
  45400      5.02e-01    5.57e-01      2.32e-02    1.99e-02      1.88e-02    2.10e-02    6.6e-04
  45500      5.09e-01    4.58e-01      2.08e-02    7.67e-03      1.94e-02    1.77e-02    6.6e-04
  45600      5.45e-01    3.68e-01      8.18e-04    3.10e-02      2.12e-02    1.37e-02    6.6e-04
  45700      5.20e-01    5.15e-01      2.39e-03    2.96e-02      2.02e-02    1.96e-02    6.6e-04
  45800      5.70e-01    4.91e-01      2.58e-02    2.59e-02      2.13e-02    1.78e-02    6.6e-04
  45900      5.68e-01    6.58e-01      1.68e-02    1.90e-02      2.16e-02    2.54e-02    6.6e-04
  46000      4.69e-01    4.87e-01      7.61e-03    1.36e-03      1.81e-02    1.89e-02    6.6e-04
  46100      6.70e-01    4.05e-01      1.23e-02    4.79e-04      2.59e-02    1.57e-02    6.6e-04
  46200      6.17e-01    5.39e-01      7.41e-03    2.70e-04      2.39e-02    2.09e-02    6.6e-04
  46300      4.86e-01    3.89e-01      1.65e-02    1.14e-02      1.84e-02    1.48e-02    6.6e-04
